planta,humedad_aire,humedad_aire_nivel,humedad_suelo,humedad_suelo_nivel,temperatura,temperatura_nivel,luminosidad,luminosidad_nivel,ventilador,ventilador_nivel,rociador,rociador_nivel,recomendacion
Lechuga,45,medio,46.875,medio,36.0,medio,53.33333333333333,medio,59.59455356779541,medio,45.00002202468713,medio,estable
Lechuga,47,medio,50.775000000000006,medio,24.0,bajo,34.333333333333336,bajo,10.472008762037632,bajo,45.000008571744935,medio,estable
Lechuga,87,alto,100.0,alto,39.0,alto,60.33333333333333,medio,89.89112718854929,alto,9.966679951145109,bajo,alerta temperatura
Lechuga,46,medio,42.575,medio,39.7,alto,62.5,medio,90.01858923431807,alto,0.0,bajo,alerta temperatura
Lechuga,73,alto,80.72500000000001,alto,37.0,alto,59.0,medio,66.553920987398,medio,9.966679951145109,bajo,alerta exceso humedad
Lechuga,86,alto,73.35000000000001,alto,31.0,medio,50.0,medio,52.23470110038114,medio,10.802609227911027,bajo,estable
Lechuga,92,alto,83.025,alto,39.5,alto,65.16666666666667,alto,89.99469589646465,alto,9.966679951145109,bajo,alerta temperatura
Lechuga,81,alto,69.5,alto,38.0,alto,63.66666666666666,alto,89.52799123796237,alto,11.781571184895462,bajo,alerta temperatura
Lechuga,83,alto,63.9,alto,39.8,alto,67.66666666666666,alto,90.02640547666029,alto,29.481339907848145,medio,alerta temperatura
Lechuga,86,alto,29.0,bajo,38.73333333333333,alto,66.88888888888889,alto,63.99312201479547,medio,84.83079174649266,alto,alerta temperatura
Lechuga,96,alto,83.025,alto,40.0,alto,70.0,alto,90.03332004885489,alto,9.966679951145109,bajo,alerta temperatura
Lechuga,40,medio,66.7,alto,30.0,medio,54.33333333333333,medio,48.83982138954186,medio,12.630669187269014,bajo,estable
Lechuga,60,medio,50.425,medio,39.9,alto,71.83333333333333,alto,90.03135112494135,alto,45.000018715398284,medio,alerta temperatura
Lechuga,97,alto,91.725,alto,39.43333333333333,alto,72.05555555555554,alto,89.98439495499746,alto,9.966679951145109,bajo,alerta temperatura
Lechuga,69,medio,75.1,alto,39.73333333333333,alto,73.55555555555556,alto,90.02152806843831,alto,10.454079131665553,bajo,alerta temperatura
